review_id,rating,review_text
1e4c163e-144a-4ea4-b0bd-80e5e9f259bd,1,unexpected charges if driver cancel ride don't use this app for booking ride
447aaf31-3968-45f1-877f-5e04d230606a,2,"some problem with the app. Card is saved but can't pay after the ride, it says, ""something went wrong"", and if you go to customer support, no options. Irony is no customer care connect apart from that. And then you can't book next ride. Stuck. Poor app."
84e9cae0-5cb2-439f-8cd4-ba97fe72b478,3,Services of RAPIDO are far better.
2d50f89e-025a-4a29-88ab-00c5ee052bfe,1,Adding cancellation charges while the driver is not responding. The support chat doesn't give option to express our side or chat with a representative. Asks us to send email and there also only automated response. No way to call and talk to customer care. Adding the CRN : 17068165. PS i do not have twitter or Facebook ids.
49bcf932-c446-461a-ae58-a2c5f6d91fe6,1,very costly - uber is good
10acd7e3-904f-4401-9165-8a9ad5bdab93,1,very bad service
204639f7-4213-4a5d-953e-8e94badca2c4,1,The worst app ever. Drivers used to ask rate 1st and then they neither come nor cancell and if you cancell then Ola wont refund you. They will ask to send mail and no proper reply rather just say we wont refund. so be careful when you will book through OLA.
13242f4e-66b1-48f6-a7b0-3cb43a498ff7,2,The ride prices are way too high for the minimal distances than the other platforms.
20de3cc5-6efa-417f-8bb6-31cebaca55c2,1,"I booked an Ola today, but the driver dropped me before the drop location."
860b175e-1fee-4a7d-bc3d-9f413b11e20c,1,unable to download any past Invoice. No rides appearing on the application
22b27576-fa36-4851-9a90-32c587e2ce2b,4,nice and very usefull application.
1aceaaed-9e1f-4fe7-aaf8-0ee0735c5764,2,not able to access my history or past trips.
b1acb9f7-1418-4a82-a828-eb4bf4f87838,2,"every time I book my ride , it never allow me to choose my pickup point, app gave me a location to walk there then I can take my ride ,,,,, some one has to resolve this issue"
536ce8c2-f3c0-4f1b-878e-3db014af7852,1,Ola Scooter Service Center Hisar HR... Bad Service Bad Behaviour don.t purchase the ola scooter waste money
7e487a69-fd32-4f3e-97c4-f220d916bd27,1,Useless app and useless cab driver. Unethical people
75f2b666-ceb4-4e9a-b0ef-4b68b958c895,1,very bad app high demanding prices worst services
d67ead30-4158-4d2d-860f-934bc5a26f96,1,"Payment History Missing: When, today attempting to download the bill for cab rides booked earlier, only details for October and November are visible; records prior to that have disappeared. Difficulty Reaching Support, Fraud Incident: During an early‑morning ride, an Ola driver charged a bill of ₹2,000 after the ride completion, whereas it was showing ₹700 at the time oh booking. Despite contacting all customer‑support phone no., visiting Ola centre at the airport, no support was provided."
ebba80f6-c760-43c1-9ad1-ddae84665072,1,the ride price after booking and after the ride is completed is never the same. also on trying to rise payment issue it always says there is no change in the ride price. also for additional support it asks to send mail.. why bother with any help in the app if you are handling via mail. only additional unnecessary work and waste of our time. There are much better ride apps with far better in-app service than this.
66a5d4d0-0ad3-4196-aee0-a3735fa882e0,1,service is not good
ba31b278-9dda-40af-b3fe-c26f8eabb745,1,"no option of past history showing, tried uninstall and reinstall still showing blank, no customer support contact information available"
6dc5225f-eb66-40fc-bdc1-15ba6d8f4543,1,driver cancel trip after 15 to 20 minutes so weast our time
b3ed64d7-6553-4391-a62a-f8ac0bb118b9,5,easy to use
0bc7d6cf-eb3d-41d3-aeab-08430481de4f,1,Customers ko bilkul pasand nhi arha hai . Ride Experience bilkul bekar hai . Kuch improvement karlena chaiye . Totally unsatisfied with Ola cab service . Office aana padega customer care se baat krne ke liye aur complaint krne ke liye call 📞 toh kabhi lgta nhi h.
dbd82af4-1b49-407c-960e-de4cef59941f,1,Takes forever to book a ride and alot of the time drivers keep cancelling the ride
fc998b96-ae17-4cce-8a78-c671c8a63fc8,3,app is good but the price is shown in the app is not followed by the uber driver
a963bcbb-5d59-416e-a79c-6ef743fcd1ef,1,"very bad experience stupid drivers, behaviour was very cruel “It showed me the price as 217, but they charged me 281 by force. Can’t they give the correct exact price from the beginning”"
5e09d7b8-5369-4ef0-ac38-83f6f0153a48,1,please not book ola
a2439cf1-4c8e-434b-bc09-10bedc9f8d52,5,Excellent service and performance!
cbb5756b-8416-4fa9-9e20-ba4c2b7ec4ec,4,actually cheating for gps tracking. peopyle's are too far from here.
17976785-aac9-402c-9ad0-1c4d56e6d2f1,1,"No one should take the trip of this company.Their drivers come after booking the trip.Then they say we will take this much, not this much?Then we also send mail to their grievance mail.And their answer is that we cannot do anything.Till date, they have neither given a satisfactory answer nor a resolution to many of my complaints.Please everyone avoid trips from this company and switch to another company."
c5662eb0-a48b-407f-ae06-0bce437ec0bf,1,Drivers charge extra than the app and there is no way to talk to the customer support.
324d696f-2e66-4303-892b-40fff6e2e88f,1,"pathetic experience, rider asked for 100 Rs extra. didnt wanted to cancel the ride. I had to cancel for another ride, now ola charged me 10 rs cancellation charges, instead of charging rider."
f4244629-b37a-457a-9066-1adf05d337dc,1,Driver is charging extra money which is not showing in my app and when I trying to compliant in the app it is simply showing as some article.
1ec1805e-81a2-48ea-8cb5-5ed0c9d2afb2,1,worst. drivers are using slangs words and demanding extra money. what a worst service with worst employee. vert disappointed 😞
60826e0b-f182-455d-abb7-982a46729ff3,1,customer ki sub kharab service hai arrived location not call response 😕 not received cancellation fee 😞 many requests accepted and cancel trip many times
e6cdfc65-5cb5-42a3-85c6-6a0d86719cd0,1,"Each and every drivers are asking more money than its shown in the app😡😡😡Ola can you please track whether the drivers are receiving the same Money as shown in the app,so that each customer will be very very happy"
049d829b-217f-487f-95a8-e63acbadb0f8,1,The driver demanded extra cash and ola won't rectify this problem even though they don't have the option to escalate.
2a6cfcfc-074b-4d76-a3e3-5ad42162428b,1,very very bad experience I book outstation booking my destination 150km fair. and ola maps dropping me 170km extra 20km fair and I paying total extra charges amount of Rs.1500 so please alert and book 🙏very bad experience don't booking ola totally frod deal showing 😡
6447c644-5188-4820-a7fe-5e0a45ee4e74,1,asking extra money every time they have lots excuse like road is not good give me extra money I am done I will uninstall now
d56fb496-c5c6-477f-be2f-9eb283772df1,1,driver ask extra money most of the time
5f5694c8-f28b-456c-9bf1-58ba377b0d61,1,very bad service and customer support services is also very poor. your customer support is almost non functional.....
4e545109-0bc4-4c6f-99db-43f7d25cb5c9,1,"Dear Customer, Thank you for contacting Ola. We completely understand how frustrating it can be to see an unexpected charge. We’ve looked into your trip details with care, and we want to assure you that the cancellation fee was applied correctly as per our policy. While we’re unable to reverse this charge, we genuinely value you as a customer and are here to support you in every way we can. Thank you for your patience and understanding Thank you, Ola Support"
d0242ce3-d4d7-4753-bd8f-956a4f1995b1,1,"refund Voucher not received after 4 days and no response from olacabs support team, very bad experience.😡😡😡😡"
e21d2711-51bd-4bcd-ad76-610a516d9e89,5,very good experience
b2c9ce42-6b5e-4e08-9f78-49091ecb0dae,1,"I have very bad experience with auto drivers every auto driver asks for an extra amount of 100rs for tea, 1 full tea price 20 Rupees and this drivers ask 100 for tea I don't know in which 5 star hotel they drink and why should customers pay the tea amount, begging like beggars recently I have had booked a auto driver was drunken and smoking while driving how careless drivers. I am raising this question to ola How can you hire like this fellows with lack of verification."
94561207-8f6d-439f-906e-dcc8eb6e46e6,1,worst customer support... driver took extra money... but there's no help regarding this issue
32e210b2-9ca5-4bdb-ab97-86e24e3cc500,4,good app
7140b21e-382e-4e23-a3eb-ca733b064bba,1,showing due before booking ride
2ca46057-acc1-4510-aa21-be4ccbd97b4f,1,India's third grade app
3b494888-0b69-48c0-81eb-536e771ebe14,1,No customer support if driver cancel the the ride you do nothing but if you cancel you should to pay canceltion charge
0493cdd7-5c44-428d-b3e5-eaf5cc248ff0,2,"Horrible customer care service. In case of any issues we are always asked to drop mail, for which we will never get any response. Never connected with any customer care agents either."
54965900-fe57-46bd-aa7a-b26e2770eb7a,1,"MR RANJEET RAI FROM OLA CANCELLED BOOKED RIDE FROM HIS SIDE ON 25 NOVEMBER,2025 TUESDAY NIGHT AT 10:10PM....RANJEET RAI TALK TO ME AND AFTER CONFIRMING ME MY DROP LOCATION(DWARKA SECTOR 21 METRO STATION) HE CANCELLED THIS RIDE....VERY BAD OLA BIKE SERVICE ON 25 NOVEMBER,2025.....5/1"
eec58529-046c-424d-8114-ad6c5f38e8b9,1,Cheating alert In recent drive to airport knowing that I'm in hurry the cab driver showed a snapshot resembling ola app charging an amount of 1046 - he somehow generated a pic or invoice with my name mentioned resembling like a ola app and told that as you may have some issues in your app and it will get updated soon As I had to board the flight  I paid what he has demanded but soon i realised that he cheated me as my final invoice is 723 the email complaints to ola support is unresponsive
f7c215d5-1904-45d4-be3b-d86ef23b8f48,1,stupid they are not registered my no and my mail id
bf45fec4-b6fd-4aea-bf0a-92dd7480d155,1,Very Poor Service. drivers not taking rides. unable to contact any customer support.
a73f2649-9ee5-4a5e-ab94-06dcfd968f6f,5,ola helped me in many difficult times. .may the owner live longer
16518e79-552d-4932-b44a-e0470d2d00c7,1,They silently charged me twice for 1 trip. its like they want to earn profit from money that they don't deserve. Really unprofessional app and service.
6e6c60ae-8208-4467-b1d1-85bee784e68e,1,"i hate this app....I left my belongings mistakenly in a rickshaw...but when I tried to call back from the number I got called from, i couldn't call and it cut again and again. then I went to the support option and somehow found the driver's information but it didn't have his contact number, only had his no. plate ...I was really angry....then I tried to find a customer support number and I got two numbers.. but they were invalid when I called them..I'm never gonna book a ride from this app again"
5badd28e-7794-419f-a8cc-a125657d989e,1,"This is the worst application I've ever seen, and its riders are even worse. If anyone ever books it, no one will accept it on time. Moreover, riders also know that these apps are the worst, that is why they immediately accept Rapido or Uber rides and also arrive on time."
1c15edb3-1721-47db-9ccf-b9c390284d6a,2,Unruly misbehaving drivers. Denials of service by drivers. Excessive charges. The two stars are for the handful of good drivers and the made in India origin of the app.
fe6f9304-0f17-4c9c-a4bd-76bcecd521b2,5,very nice hate late
14fb139e-693f-4604-bc2d-6013487491cc,1,"When I am planning to go delhi (approx 25 km away ) , i booked ola and drivers keep changing. it become so late ,we were waiting for ola since 1 hour it did not came . so unfortunately I booked rapido and it came in only 5 minutes. so I think we should not book from this app, i trust this app but it broke it ."
757af994-b4ac-4990-8432-1ab853394169,2,"Dont do Ola its price is much higher in Kolkata and you have to pay 100 rs parking tax if you take an Ola from railway stations. Ola in other states such as Odisha have fairer prices. Don't know why there is always ALWAYS higher prices in Kolkata Ola(always double the amount, 200 -> 400rs normally for the same distance) than other states OLA such as Odisha, Chennai."
d27b85b7-a128-4ea9-a466-402427b8e6c7,1,worse experience tooo loook to confirmnnn i hate waiting nd cancel out in my heart i wouldn't give even 1 star to to ola
25525d9d-6692-4d1d-94ec-7633d1a3b904,5,very good man thinks
e9e725f9-7741-40ce-a058-b4f07266bc26,1,Always charges you with cancellation fees. Better go for Rapido or Uber.
82fc0a7c-3460-423f-897f-e454a9d608a3,1,facing issues while payment through credit card
593e577a-9d77-4d55-ad80-ae381e3c09d8,1,"Ola is becoming the worst app ever for cabs. Always facing issue during online payment via credit card. After journey started, they provide us only 15-20 mins to pay via card and it's not even work. Even though your ride is about 2 hrs longer, but after 30 min their message started popping up like 'you cannot pay online because your ride is about to end, you have to pay in cash'. Always facing server down issues during online payment, i always have to pay in cash. Worst worat app."
5bafbf37-c472-42a7-90aa-55c8efceb063,3,trip invoice Nothing found in my travels trip
819837f4-03b0-4913-8e9a-ae875b307883,1,"If I want to make a complaint regarding a driver or ride experience, there is no customer support there. only option are there to select what is the issue, which is very unfair. there should be a human or team to communicate with us to get appropriate action against the driver"
b8d459db-7327-4111-9cc0-9c3692614237,1,very pathetic ola service I mostly take ola ok but now whenever I book the ola nd ola shows different charges but drivers ask to pay according to the mitter i don't understand why nd they use to fight also
f0454d0f-ee71-40d9-b1e5-ef9b56934242,5,i left my tab in auto plz help me
1a7f8f7c-7be6-4907-a918-9f6467deb135,3,in pune cab drivers are demanding extra money
597b5039-9095-4238-8b36-a1a95a03789c,1,I can't book local travel within Lucknow city.
2c72c2de-ac3b-4945-b75a-ad435cdb3e34,1,"today Is my pathetic experience. The ola driver cancelled my ride without any reason , I have missed my ride"
9f2d321f-3ed4-4240-89d1-5b37caccd6b8,4,Where's the NON-AC option. UBER already has it.
bfffe8ca-7322-4037-9ea4-08891e2aac00,1,"There should be a reviews section on drivers profile to show their behavior,atleast upcoming passengers can be aware."
c220bf31-a6c9-4391-8930-4280f6636a2f,1,"Showing cab in 2 minutes but actual time of arrival 20 minutes, is this a joke??"
cd25d848-e876-45b0-b9a5-327e4069d07f,1,"You guys are suck now. For my last ride, I told you that the driver was asking for extra money, which was much more than what was shown in the app. That's why I canceled the trip, but instead of taking action against the driver, you charged me a 50 penalty, which is not good. I'm leaving this platform forever."
3ca68029-cc25-4d6e-ae17-c3f5192ba926,1,"you will be surprised after listening this valuable feedback...On 25 11 25 my parents along with guests to travel by train . Total 6 persons.They had to reach at railway station by 7 40 a.m...so, I booked ola four wheeler in advance.i got message from them that I may get call before 10 minutes of scheduled time 7 a.m. on 25 11 25 to talk with driver. but there was no any call or message from driver and I managed local auto rickshaw in emergency. so they are very irritating and irresponsible."
fa072810-a412-43c8-a79b-e02058553dd5,1,"very bad experience in this app.because,The ride request we place on this app is not accepted by anyone and even if it is accepted, it takes at least 30 minutes."
10e09e93-0407-43bc-87c2-63172b1b709b,5,this is the most important app in my life
048a49c6-716d-4da0-b503-01854090e8be,1,app is getting crashed and getting closed automatically
ee390a52-916e-4281-af9c-10372c3bb523,1,most useless app....takes too long to book the ride.....
